p0	p1	p2	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	s300	s301	s302	s303	s304	s305	s306	s307	s308	s309	s310	s311	s312	s313	s314	s315	s316	s317	s318	s319	s320	s321	s322	s323	s324	s325	s326	s327	s328	s329	s330	s331	s332	s333	s334	s335	s336	s337	s338	s339	s340	s341	s342	s343	s344	s345	s346	s347	s348	s349	s350	s351	s352	s353	s354	s355	s356	s357	s358	s359	
			*CCC	Max	Align
ake-vsaba$$$p2$s67	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s68	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s69	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s70	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s71	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s72	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s73	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s74	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s75	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s76	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s77	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s78	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s79	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s80	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s81	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s82	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s83	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s84	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s85	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s86	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s87	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s88	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s89	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s90	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s91	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s92	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s93	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s94	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s95	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s96	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s97	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s98	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s99	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s100	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s101	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s102	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s103	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s104	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s105	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s106	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s107	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s108	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s109	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s110	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s111	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s112	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s113	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s114	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s115	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s116	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s117	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s118	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s119	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s120	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s121	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s122	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s123	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s124	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s125	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s126	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s127	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s128	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s129	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s130	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s131	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s132	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s133	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s134	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s135	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s136	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s137	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s138	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s139	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s140	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s141	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s142	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s143	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s144	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s145	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s146	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s147	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s148	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s149	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s150	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s151	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s152	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s153	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s154	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s155	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s156	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s157	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s158	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s159	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s160	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s161	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s162	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s163	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s164	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s165	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s166	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s167	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s168	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s169	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s170	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s171	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s172	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s173	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s174	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s175	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s176	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s177	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s178	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s179	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s180	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s181	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s182	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s183	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s184	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s185	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s186	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s187	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s188	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s189	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s190	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s191	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s192	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s193	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s194	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s195	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s196	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s197	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s198	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s199	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s200	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s201	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s202	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s203	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s204	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s205	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s206	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s207	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s208	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s209	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s210	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s211	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s212	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s213	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s214	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s215	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s216	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s217	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s218	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s219	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s220	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s221	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s222	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s223	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s224	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s225	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s226	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s227	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s228	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s229	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s230	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s231	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s232	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s233	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s234	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s235	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s236	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s237	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s238	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s239	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s240	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s241	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s242	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s243	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s244	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s245	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s246	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s247	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s248	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s249	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s250	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s251	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s252	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s253	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s254	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s255	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s256	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s257	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s258	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s259	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s260	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s261	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s262	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s263	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s264	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s265	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s266	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s267	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s268	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s269	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s270	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s271	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s272	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s273	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s274	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s275	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s276	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s277	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s278	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s279	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s280	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s281	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s282	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s283	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s284	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s285	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s286	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s287	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s288	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s289	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s290	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s291	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s292	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s293	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s294	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s295	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s296	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s297	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s298	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s299	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s300	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s301	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s302	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s303	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s304	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s305	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s306	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s307	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s308	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s309	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s310	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s311	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s312	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s313	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s314	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s315	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s316	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s317	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s318	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s319	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s320	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s321	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s322	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s323	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s324	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s325	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s326	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s327	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s328	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s329	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s330	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s331	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s332	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s333	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s334	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s335	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s336	akentaba	0.667	0	0	1
